#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
INSULT_PIGFACE;pigface;face de cochon;[Root.GetGesichtskrapfenHackfresse];;caracerdo;;;;;;;;;x #noun - child - chaste gluttonous
EVTDESC_RIP_11053_PAGAN_MYSTIC;There reportedly lives a [recruited_physician_target.Religion.GetName] Mystic not far from our borders. Even though [recruited_physician_target.GetSheHe] is a heathen the locals respect [recruited_physician_target.GetHerHim] and turn to [recruited_physician_target.GetHerHim] in times of need. Rumors say that the Mystic, named [recruited_physician_target.GetFirstName], is able to call healing spirits into the bodies of [recruited_physician_target.GetHerHis] patients. [recruited_physician_target.GetSheHeCap] would be willing to take up residence at your court for a small fee.;Il vivrait un[recruited_physician_target.Get_E] mystique de religion [recruited_physician_target.Religion.GetName] non loin de nos frontières. Malgré ses croyances infidèles, les habitants [recruited_physician_target.GetLeLa] respectent et se tournent vers [recruited_physician_target.GetLuiElle] en cas de besoin. [recruited_physician_target.GetIlElleCap] s'appelle [recruited_physician_target.GetFirstName] et, d'après les rumeurs, [recruited_physician_target.GetIlElle] est capable de faire appel aux esprits guérisseurs pour soigner les corps malades. [recruited_physician_target.GetIlElleCap] rejoindra votre Cour pour une somme modique.;Nicht weit von den Grenzen unseres Reichs soll [recruited_physician_target.Geteineine] Esoteriker[recruited_physician_target.GetinFemale] des [recruited_physician_target.Religion.GetName]en Glaubens leben. Obwohl [recruited_physician_target.GetSheHe] heidnisch ist, respektieren die ansässigen Menschen [recruited_physician_target.GetFirstName] und bitten [recruited_physician_target.GetHerHim] in Notlagen um Hilfe. [recruited_physician_target.GetFirstName] soll sogar heilende Geister in die Körper der Leidenden beschwören können. Gegen eine kleine Entschädigung würde [recruited_physician_target.GetSheHe] sich an Eurem Hof niederlassen.;;Un[recruited_physician_target.GetXA] [recruited_physician_target.Religion.GetName] místic[recruited_physician_target.GetOA] no reside lejos de nuestras fronteras. Aunque es un[recruited_physician_target.GetXA] hereje, la gente de los alrededores [recruited_physician_target.GetRleRla] respetan y [recruited_physician_target.GetRleRla] buscan en momentos de necesidad. Las rumores dicen que [recruited_physician_target.GetElLa] místic[recruited_physician_target.GetOA], de nombre [recruited_physician_target.GetFirstName], es capaz de llamar espíritus curativos al interior de los cuerpos de sus pacientes. [recruited_physician_target.GetElEllaCap] se sentiría dispuest[recruited_physician_target.GetOA] a establecerse en tu corte a cambio de una suma módica.;;;;;;;;;x
EVTOPTM_RIP_11053;[recruited_physician_target.GetSheHeCap] will do just fine!;[recruited_physician_target.GetIlElleCap] conviendra tout à fait !;[recruited_physician_target.GetSheHeCap] genügt mir!;;¡[recruited_physician_target.GetElEllaCap] me servirá!;;;;;;;;;x
EVTDESC_RIP_11053_INSANE_ZEALOT;A messenger brings you word from [zealot_temple_target.GetName], one of the [Root.Religion.GetPriestTitle]s residing there is willing to serve as your personal physician! The [Root.Religion.GetPriestTitle], named [recruited_physician_target.GetFirstName], is schooled in formal medicine and has served in several sick houses. Though it appears as if the other [Root.Religion.GetPriestTitle]s are happy to see [recruited_physician_target.GetHerHim] go, as [recruited_physician_target.GetSheHe] is renowned for being a tad overzealous and frankly - insane.;Un messager rapporte qu'un [Root.Religion.GetPriestTitle] de [zealot_temple_target.GetName], [recruited_physician_target.GetFirstName], accepterait de vous servir en tant que physicien ! [recruited_physician_target.GetIlElleCap] a étudié la médecine formelle et servi dans plusieurs maisons de malades. Cependant, les autres [Root.Religion.GetPriestTitle]s sont heureux de [recruited_physician_target.GetLeLa] voir partir, puisqu'[recruited_physician_target.GetIlElle] a comme réputation de faire preuve de trop de zèle et de souffrir de... folie.;Ein Bote bringt Euch Kunde von [zealot_temple_target.GetName]. Einer der dort ansässigen Heiler ist gewillt, an Eurem Hof zu praktizieren! [recruited_physician_target.GetSheHeCap] hat eine formelle medizinische Ausbildung durchlaufen und bereits in mehreren Krankenhäusern gedient. Die anderen dort scheinen [recruited_physician_target.GetFirstName] keine Träne nachzuweinen, da [recruited_physician_target.GetSheHe] als etwas übereifrig, um nicht zu sagen wahnsinnig, gilt.;;¡Un mensajero te habla sobre [zealot_temple_target.GetName], un[recruited_physician_target.GetOA] de [recruited_physician_target.GetLoLa]s [Root.Religion.GetPriestTitle]s que reside allí que está dispuest[recruited_physician_target.GetOA] a servirte como médico personal! [recruited_physician_target.GetElLaCap] [Root.Religion.GetPriestTitle], de nombre [recruited_physician_target.GetFirstName], recibió formación en ciencia médica y ha servido en varias casas de salud. Si bien parece que [recruited_physician_target.GetLoLa]s otr[recruited_physician_target.GetOA]s [Root.Religion.GetPriestTitle]s se sentirían felices de ver[recruited_physician_target.GetRleRla] partir, ya tiene fama de ser un pelín demasiado apasionado[recruited_physician_target.GetOA], y francamente, chiflad[recruited_physician_target.GetOA].;;;;;;;;;x
EVTOPTN_RIP_11053;What is the worst that could happen?;Qu'est-ce qui pourrait arriver de pire ?;Was könnte schon schiefgehen?;;¿Qué es lo peor que podría pasar?;;;;;;;;;x
EVTDESC_RIP_11053_WELL_TRAVELLED_PILGRIM;One of your scouts report of a pilgrim who just arrived in [Root.Capital.GetName]. The pilgrim, known as [recruited_physician_target.GetFirstName], has been on a pious quest to visit all the [recruited_physician_target.Religion.GetName] holy sites and is now ending [recruited_physician_target.GetHerHis] journey here. During [recruited_physician_target.GetHerHis] travels [recruited_physician_target.GetSheHe] has accumulated a vast knowledge regarding medicine and is seeking to put [recruited_physician_target.GetHerHis] skills to use.;Un éclaireur rapporte qu'un[recruited_physician_target.Get_E] [recruited_physician_target.GetManWoman] en pèlerinage vient d'arriver à [Root.Capital.GetName]. [recruited_physician_target.GetIlElleCap] a eu comme quête pieuse de visiter tous les lieux saints [recruited_physician_target.GetReligionMascPl] et son voyage prend fin ici. Durant son pèlerinage, [recruited_physician_target.GetIlElle] a accumulé de vastes connaissances sur la médecine et met à disposition ses compétences.;Einer Eurer Kundschafter berichtet von Pilgern, die gerade in [Root.Capital.GetName] eingetroffen sind. [recruited_physician_target.GetFirstName] ist einer von ihnen und war auf einer Pilgerreise zu allen heiligen [recruited_physician_target.Religion.GetName]en Stätten und hat diese Reise nun abgeschlossen. Während dieser Reise konnte [recruited_physician_target.GetFirstName] sich umfangreiches medizinisches Wissen aneignen und möchte dieses nun aktiv anwenden.;;Uno de tus exploradores informa de un peregrino que acaba de llegar a [Root.Capital.GetName]. El peregrino, de nombre [recruited_physician_target.GetFirstName], realizó la misión piadosa de visitar todos los lugares sagrados del [recruited_physician_target.Religion.GetName] y ahora está terminando su trayecto aquí. En sus viajes ha acumulado unos enormes conocimientos de medicina y busca dar uso a sus habilidades.;;;;;;;;;x
EVTOPTO_RIP_11053;I will recruit this pilgrim!;Je vais [recruited_physician_target.GetLeLa] recruter.;Pilger sind an meinem Hof jederzeit willkommen!;;¡Reclutaré a este peregrino!;;;;;;;;;x
EVTDESC_RIP_11053_STUDENT_OF_MEDICINE;An envoy from the city of [student_city_target.GetName] arrived with news regarding your search for a physician. The envoy told you of a promising medical student, named [recruited_physician_target.GetFirstName]. The young [recruited_physician_target.GetManWoman] managed to save the life of one of the daughters of an important local trader not long ago, and apparently she only lost an eye in the process! Coercing [recruited_physician_target.GetHerHim] to join your court would be an easy task.;Un envoyé de la cité de [student_city_target.GetName] vous a parlé de [recruited_physician_target.GetFirstName], un[recruited_physician_target.Get_E] jeune [recruited_physician_target.GetManWoman] ayant un don pour les arts médicinaux. [recruited_physician_target.GetIlElleCap] a réussi à sauver la vie d'une des filles d'un important négociant il y a peu, et apparemment elle n'a perdu qu'un oeil dans l'opération ! Nous pourrions facilement [recruited_physician_target.GetLeLa] contraindre à rejoindre votre Cour.;Ein Gesandter aus [student_city_target.GetName] ist mit Ergebnissen für Eure Suche nach einem Arzt eingetroffen. [recruited_physician_target.GetFirstName] ist [recruited_physician_target.Geteineine] vielversprechende[recruited_physician_target.GetrMale] Medizinstudent[recruited_physician_target.GetinFemale]. [recruited_physician_target.GetSheHeCap] rettete vor Kurzem das Leben einer der Töchter eines einflussreichen Kaufmanns und diese verlor bei der gesamten Prozedur nur ein Auge! [recruited_physician_target.GetHerHimCap] an Euren Hof zu lotsen, sollte nicht schwierig werden.;;Un enviado de la ciudad de [student_city_target.GetName] ha llegado con noticias respecto a tu búsqueda de un médico. El enviado te informa de un[recruited_physician_target.GetXA] prometedor[recruited_physician_target.GetXA] estudiante de medicina, de nombre [recruited_physician_target.GetFirstName]. ¡Un[recruited_physician_target.GetXA] joven que consiguió salvar la vida la una de las hijas de un importante comerciante local hace poco tiempo, y al parecer solo perdió un ojo en el proceso! Coaccionarle para que se una a tu corte sería una tarea fácil.;;;;;;;;;x
EVTOPTP_RIP_11053;Young but skilled, bring [recruited_physician_target.GetHerHim] to court!;Jeune mais avec du talent, amenez-[recruited_physician_target.GetLeLa] à la Cour !;Jung aber talentiert, willkommen an meinem Hof!;;¡Joven, pero expert[recruited_physician_target.GetOA], traed[recruited_physician_target.GetRleRla] a la corte!;;;;;;;;;x
EVTDESC_RIP_11053_BLIND_MIRACLE_WORKER;Scouts bring word of a mystic blind [recruited_physician_target.GetManWoman] that supposedly works miracles! [recruited_physician_target.GetSheHeCap] appears around the villages and cures all manner of ailments afflicting the peasants. There are even rumors that [recruited_physician_target.GetSheHe] made a lame man able to walk again! The peasants call [recruited_physician_target.GetHerHim] [recruited_physician_target.GetFirstNameWithNick]. A gift of gold would convince [recruited_physician_target.GetHerHim] to come to your court.;Des éclaireurs rapportent qu'un un[recruited_physician_target.Get_E] [recruited_physician_target.GetManWoman], mystique et aveugle, pourrait réaliser des miracles ! [recruited_physician_target.GetIlElleCap] se montre à proximité des villages et soigne toutes sortes d'affections touchant les paysans. Il y a des rumeurs comme quoi [recruited_physician_target.GetIlElle] aurait rendu un homme boiteux capable de marcher de nouveau ! Les paysans l'appellent [recruited_physician_target.GetFirstNameWithNick]. De l'or devrait [recruited_physician_target.GetLeLa] convaincre de rejoindre votre Cour.;Eure Kundschafter berichten von einem/einer Blinden, [recruited_physician_target.Getderdie] wahre Wunder vollbringen soll! [recruited_physician_target.GetSheHeCap] zieht durch die Dörfer und heilt allerlei Gebrechen der Bauern. Es heißt sogar, [recruited_physician_target.GetSheHe] hätte einen Lahmen wieder gehen lassen! Die Bauern nennen [recruited_physician_target.GetHerHim] [recruited_physician_target.GetFirstNameWithNick], und mit einem Goldgeschenk würde [recruited_physician_target.GetSheHe] sich dazu überreden lassen, an Euren Hof zu kommen.;;¡Los exploradores informan de un[recruited_physician_target.GetXA] místic[recruited_physician_target.GetOA] cieg[recruited_physician_target.GetOA] que al parecer obra milagros! [recruited_physician_target.GetElEllaCap] aparece por las aldeas y cura toda clase de dolencias que afligen a los campesinos. ¡Incluso corren rumores de que hizo que un cojo volviese a andar de nuevo! Los campesinos [recruited_physician_target.GetRleRla] llaman [recruited_physician_target.GetFirstNameWithNick]. Un regalo de oro [recruited_physician_target.GetRleRla] convencería a venir a tu corte.;;;;;;;;;x
EVTOPTQ_RIP_11053;He will work miracles at my court!;[recruited_physician_target.GetIlElleCap] fera des miracles à ma Cour !;[recruited_physician_target.GetSheHeCap] wird Wunder an meinem Hof vollbringen!;;¡Hará milagros en mi corte!;;;;;;;;;x
EVTDESC_RIP_11053_FIELD_SURGEON;Your messengers tell you of a mercenary band that just arrived in [Root.Capital.GetName]. Along with them is the field surgeon [recruited_physician_target.GetFirstName], known for [recruited_physician_target.GetHerHis] ability to rapidly amputate limbs and save the lives of gravely wounded soldiers. Despite the reputation of mercenaries often being greedy, hiring [recruited_physician_target.GetHerHim] seems comparatively cheap!;Vos messagers mentionnent une bande de mercenaires qui vient juste d'arriver à [Root.Capital.GetName]. Parmi eux se trouve un chirurgien de terrain, [recruited_physician_target.GetFirstName], dont les capacités à amputer rapidement des membres et de sauver la vie à des soldats gravement blessés sont connues. Malgré la cupidité réputée des mercenaires, l'embaucher semblera comparativement bon marché !;Eure Kundschafter berichten von einer Söldnertruppe, die gerade in [Root.Capital.GetName] eingetroffen ist. Darunter befindet sich auch [recruited_physician_target.GetFirstName], eine Koryphäe der Feldchirurgie. [recruited_physician_target.GetSheHeCap] ist dafür bekannt, Körperteile in Windeseile amputieren und schwer verwundete Soldaten so vor dem sicheren Tod retten zu können. Söldner gelten zwar oft als gierig, doch [recruited_physician_target.GetFirstName] an Euren Hof zu holen erscheint verhältnismäßig billig!;;Tus mensajeros te informan de una compañía mercenaria que acaba de llegar a [Root.Capital.GetName]. Junto con ellos está su médico de campaña, [recruited_physician_target.GetFirstName], conocido por su capacidad para amputar miembros rápidamente y salvar las vidas de soldados gravemente heridos. ¡A pesar de la reputación de codicia de los mercenarios, contratar[recruited_physician_target.GetRleRla] parece relativamente barato!;;;;;;;;;x
EVTOPTR_RIP_11053;Perfect, [recruited_physician_target.GetSheHe] will serve me well!;Parfait, [recruited_physician_target.GetIlElle] me servira bien !;Perfekt, [recruited_physician_target.GetSheHe] wird mir gute Dienste leisten!;;¡Perfecto, me servirá bien!;;;;;;;;;x
EVTDESC_RIP_11053_SCHOOLED_EUNUCH;One of your scouts report of a cunning eunuch who has taken up residence in a nearby tavern. The eunuch spends his time drinking wine, eating and sharing stories with the guests. Apparently he is very well-schooled and has vast knowledge of medicinal mixtures. An offer of gold and food would definitely convince him to take up residence at your court as physician!;Un de vos éclaireurs rapporte qu'un eunuque futé s'est installé dans une taverne voisine. Il passe son temps à boire du vin, manger et échanger des histoires avec les convives. Apparemment il est très instruit et a beaucoup de connaissances sur les mixtures médicinales. Une offre d'or et de nourriture le convaincra de venir occuper le poste de physicien de votre Cour !;Einer Eurer Kundschafter berichtet über einen gerissenen Eunuchen, der in einer nahegelegenen Taverne abgestiegen ist. Er trinkt Wein, isst viel und tauscht Erzählungen mit den anderen Gästen aus. Er soll sehr gebildet sein und über großes Wissen im Bereich medizinischer Tinkturen verfügen. Für Gold und Speisen wird er zweifelsohne die Stelle als Euer Hofarzt übernehmen!;;Uno de tus exploradores informa de un astuto eunuco astuto que se ha instalado en una taberna cercana. El eunuco pasa el tiempo bebiendo vino, comiendo y compartiendo historias con los huéspedes. Según parece, es instruido y tiene un extenso conocimiento de preparados medicinales. ¡Una oferta de oro y comida definitivamente lo convencería para establecerse en tu corte como médico!;;;;;;;;;x
